Screen	800X600	FPS	10	Walls	false	SelfHarm	true	Score	10
Screen	800X600	FPS	10	Walls	false	SelfHarm	true	Score	10
Screen	800X600	FPS	10	Walls	true	SelfHarm	true	Score	11
Screen	800X600	FPS	10	Walls	true	SelfHarm	true	Score	2
Screen	800X600	FPS	10	Walls	true	SelfHarm	true	Score	1
Screen	800X600	FPS	10	Walls	true	SelfHarm	true	Score	17
Screen	800X600	FPS	10	Walls	true	SelfHarm	true	Score	1
Screen	800X600	FPS	10	Walls	true	SelfHarm	true	Score	0
Screen	800X600	FPS	10	Walls	true	SelfHarm	true	Score	0
Screen	800X600	FPS	10	Walls	false	SelfHarm	true	Score	19
Screen	1200X900	FPS	10	Walls	true	SelfHarm	true	Score	0
Screen	800X600	FPS	10	Walls	false	SelfHarm	true	Score	22
Screen	800X600	FPS	10	Walls	false	SelfHarm	true	Score	12
Screen	800X600	FPS	10	Walls	false	SelfHarm	true	Score	12
Screen	800X600	FPS	10	Walls	true	SelfHarm	true	Score	0
Screen	800X600	FPS	10	Walls	true	SelfHarm	true	Score	1
Screen	800X600	FPS	10	Walls	true	SelfHarm	true	Score	1
Screen	800X600	FPS	10	Walls	false	SelfHarm	true	Score	14
Screen	800X600	FPS	10	Walls	false	SelfHarm	true	Score	16
Screen	800X600	FPS	10	Walls	true	SelfHarm	true	Score	1
Screen	800X600	FPS	10	Walls	true	SelfHarm	true	Score	0
Screen	800X600	FPS	10	Walls	true	SelfHarm	true	Score	0
Screen	800X600	FPS	10	Walls	true	SelfHarm	true	Score	0
Screen	800X600	FPS	10	Walls	false	SelfHarm	true	Score	9
Screen	800X600	FPS	10	Walls	false	SelfHarm	true	Score	11
Screen	800X600	FPS	10	Walls	false	SelfHarm	true	Score	9
Screen	800X600	FPS	10	Walls	true	SelfHarm	true	Score	0
Screen	800X600	FPS	10	Walls	true	SelfHarm	true	Score	4
Screen	1200X900	FPS	10	Walls	false	SelfHarm	true	Score	6
Screen	1200X900	FPS	10	Walls	true	SelfHarm	true	Score	0
Screen	800X600	FPS	10	Walls	true	SelfHarm	true	Score	8
Screen	800X600	FPS	10	Walls	true	SelfHarm	true	Score	25
